Player,Team,League,Pivot_Master,Maestro,Box_to_Box,Age,Nationality,Height,Foot,Market Value,Contract Until,Position,Annual Salary,Release Clause,Diez,Space_Invader,Key_Passer,Creative_Winger,Falso_Nueve,Aerial_Dominator,Lethal_Striker,Valverde_Score
Hakan Çalhanoğlu,Internazionale,Serie_A,72.6,75.8,76.3,31.0,"Türkiye, Germany","1,78m",right,€35.000.000,"Jun 30, 2027",Defensive Midfield,€11.110.000.00,€0,,,,,,,,74.9
Mario Martín,Valladolid,La_Liga,72.6,62.8,67.0,21.0,Spain,"1,77m",right,€1.500.000,"Jun 30, 2025",Defensive Midfield,€100.000.00,€0,,,,,,,,67.5
Nicolò Barella,Internazionale,Serie_A,72.5,79.3,84.2,28.0,Italy,"1,75m",right,€80.000.000,"Jun 30, 2029",Central Midfield,€12.040.000.00,€0,,,,,,,,78.7
Ismael,Moreirense,Primeira_Liga,72.4,63.3,64.6,26.0,Portugal,"1,84m",right,€1.000.000,"Jun 30, 2025",Defensive Midfield,€60.000.00,€0,,,,,,,,66.8
Rabby Nzingoula,Montpellier,Ligue_1,72.4,55.9,65.7,19.0,"France, Congo","1,83m",right,€2.500.000,"Jun 30, 2025",Defensive Midfield,€120.000.00,€0,,,,,,,,64.7
Jens Cajuste,Ipswich_Town,EPL,72.4,59.3,66.9,25.0,"Sweden, United States","1,88m",right,€12.000.000,"Jun 30, 2025",Defensive Midfield,,,,,,,,,,66.2
Fran Beltrán,Celta_Vigo,La_Liga,72.3,74.2,68.2,26.0,Spain,"1,65m",right,€6.000.000,"Jun 30, 2026",Central Midfield,€2.500.000.00,€0,,,,,,,,71.6
Ilaix Moriba,Celta_Vigo,La_Liga,72.3,66.7,64.1,22.0,"Guinea, Spain","1,85m",right,€4.000.000,"Jun 30, 2025",Central Midfield,€1.620.000.00,€0,,,,,,,,67.7
Vitaly Janelt,Brentford,EPL,72.3,65.9,62.1,26.0,"Germany, Bosnia-Herzegovina","1,84m",left,€22.000.000,"Jun 30, 2026",Defensive Midfield,€1.850.114.00,€0,,,,,,,,66.8
Koke,Atletico_Madrid,La_Liga,72.2,69.7,63.1,33.0,Spain,"1,76m",right,€10.000.000,"Jun 30, 2025",Central Midfield,€6.670.000.00,€0,,,,,,,,68.3
Alessandro Bianco,Monza,Serie_A,72.1,71.0,71.0,22.0,Italy,"1,73m",right,€5.000.000,"Jun 30, 2025",Central Midfield,€190.000.00,€0,,,,,,,,71.4
Sandi Lovrić,Udinese,Serie_A,72.1,64.1,78.1,27.0,"Slovenia, Austria","1,80m",right,€8.000.000,"Jun 30, 2027",Central Midfield,€900.000.00,€0,,,,,,,,71.4
Henrikh Mkhitaryan,Internazionale,Serie_A,71.9,77.6,80.1,36.0,Armenia,"1,77m",both,€4.000.000,"Jun 30, 2026",Central Midfield,€4.870.000.00,€0,,,,,,,,76.5
Óscar Valentín,Rayo_Vallecano,La_Liga,71.5,63.3,65.7,30.0,Spain,"1,77m",right,€3.500.000,"Jun 30, 2027",Central Midfield,€880.000.00,€0,,,,,,,,66.8
Nicolai Remberg,Holstein_Kiel,Bundesliga,71.4,62.4,67.3,24.0,Germany,"1,88m",right,€2.800.000,-,Central Midfield,€240.000.00,€0,,,,,,,,67.0
Lucas Da Cunha,Como,Serie_A,71.3,70.3,77.6,23.0,"France, Portugal","1,74m",left,€7.000.000,"Jun 30, 2029",Central Midfield,€770.000.00,€0,,,,,,,,73.1
Pedro Ferreira,Santa_Clara,Primeira_Liga,71.3,54.6,65.9,27.0,Portugal,"1,83m",right,€1.000.000,"Jun 30, 2028",Defensive Midfield,€250.000.00,€0,,,,,,,,63.9
Emre Can,Dortmund,Bundesliga,71.3,70.1,73.7,31.0,"Germany, Türkiye","1,86m",right,€7.000.000,"Jun 30, 2026",Defensive Midfield,€8.000.000.00,€0,,,,,,,,71.7
Peer Koopmeiners,AZ_Alkmaar,Eredivisie,71.0,64.1,66.8,25.0,Netherlands,"1,86m",right,€8.000.000,"Jun 30, 2028",Defensive Midfield,€400.000.00,€0,,,,,,,,67.3
Manu Koné,Roma,Serie_A,71.0,68.0,72.8,23.0,"France, Cote d'Ivoire","1,85m",right,€35.000.000,"Jun 30, 2029",Central Midfield,,,,,,,,,,70.6
Mandela Keita,Parma,Serie_A,71.0,58.2,64.3,22.0,"Belgium, Guinea","1,80m",right,€11.000.000,"Jun 30, 2029",Defensive Midfield,€1.390.000.00,€0,,,,,,,,64.5
Antoine Semenyo,Bournemouth,EPL,71.0,63.8,95.0,25.0,"Ghana, England","1,85m",right,€35.000.000,"Jun 30, 2029",Left Midfield,€3.083.523.00,€0,,,,,,,,76.6
Benjamin Bouchouari,Saint_Etienne,Ligue_1,70.8,69.8,73.6,23.0,"Morocco, Belgium","1,65m",right,€5.000.000,"Jun 30, 2026",Central Midfield,€750.000.00,€0,,,,,,,,71.4
Obinna Nwobodo,FC_Cincinnati,MLS,70.8,57.9,66.4,28.0,Nigeria,"1,78m",right,€3.000.000,"Dec 31, 2025",Defensive Midfield,€1.156.304.00,€0,,,,,,,,65.0
Simon Sohm,Parma,Serie_A,70.7,69.7,77.9,24.0,"Switzerland, Nigeria","1,88m",right,€5.000.000,"Jun 30, 2027",Central Midfield,€640.000.00,€0,,,,,,,,72.8
Matteo Ruggeri,Atalanta,Serie_A,70.7,65.0,84.3,22.0,Italy,"1,87m",left,€20.000.000,"Jun 30, 2028",Left Midfield,€930.000.00,€0,,,,,,,,73.3
Bryan Cristante,Roma,Serie_A,70.5,69.4,67.3,30.0,"Italy, Canada","1,86m",right,€7.000.000,"Jun 30, 2027",Defensive Midfield,€5.190.000.00,€0,,,,,,,,69.1
Max Balard,NAC_Breda,Eredivisie,70.5,58.7,67.3,24.0,"Australia, France","1,78m",right,€1.200.000,"Jun 30, 2027",Defensive Midfield,€200.000.00,€0,,,,,,,,65.5
Pedro Chirivella,Nantes,Ligue_1,70.4,77.4,60.0,27.0,Spain,"1,78m",right,€5.000.000,"Jun 30, 2026",Defensive Midfield,€720.000.00,€0,,,,,,,,69.3
Brian De Keersmaecker,Heracles_Almelo,Eredivisie,70.4,61.9,68.6,24.0,Belgium,"1,82m",right,€3.000.000,"Jun 30, 2028",Defensive Midfield,€240.000.00,€0,,,,,,,,67.0
Jordan Ferri,Montpellier,Ligue_1,70.4,70.0,62.8,33.0,France,"1,73m",right,€2.500.000,"Jun 30, 2026",Central Midfield,€1.440.000.00,€0,,,,,,,,67.7
Jens Stage,Werder_Bremen,Bundesliga,70.3,60.0,71.6,28.0,Denmark,"1,87m",right,€12.000.000,-,Central Midfield,€600.000.00,€0,,,,,,,,67.3
Khéphren Thuram,Juventus,Serie_A,70.3,69.1,80.8,24.0,"France, Guadeloupe","1,92m",right,€40.000.000,"Jun 30, 2029",Central Midfield,€3.700.000.00,€0,,,,,,,,73.4
Anthony Dennis,Göztepe,Süper_Lig,70.3,70.3,87.5,,,,,,,,€150.000.00,€0,,,,,,,,76.0
Danilo Cataldi,Fiorentina,Serie_A,70.2,64.8,62.4,30.0,Italy,"1,80m",right,€4.000.000,"Jun 30, 2025",Defensive Midfield,€2.780.000.00,€0,,,,,,,,65.8
Ebou Adams,Derby_County,Championship,70.2,55.7,65.7,29.0,"The Gambia, England","1,78m",right,€0,"Jun 30, 2027",Central Midfield,€486.248.00,€0,,,,,,,,63.9
Morgan Gibbs-White,Nottingham_Forest,EPL,70.0,69.6,73.1,25.0,"England, Jamaica","1,71m",right,€50.000.000,"Jun 30, 2027",Attacking Midfield,,,,,,,,,,70.9
Joris Chotard,Montpellier,Ligue_1,69.8,63.3,67.4,23.0,France,"1,79m",right,€7.000.000,"Jun 30, 2026",Defensive Midfield,€120.000.00,€0,,,,,,,,66.8
Morten Hjulmand,Sporting_CP,Primeira_Liga,69.7,69.7,63.6,25.0,Denmark,"1,85m",right,€45.000.000,"Jun 30, 2028",Defensive Midfield,€2.000.000.00,€80.000.000,,,,,,,,67.7
Youssef Maleh,Empoli,Serie_A,69.6,57.7,61.5,26.0,"Morocco, Italy","1,79m",left,€4.000.000,"Jun 30, 2025",Central Midfield,€1.110.000.00,€0,,,,,,,,62.9
Gedson Fernandes,Beşiktaş,Süper_Lig,69.3,69.3,86.1,,,,,,,,,,,,,,,,,74.9
Ryan Yates,Nottingham_Forest,EPL,69.2,59.4,65.7,27.0,England,"1,90m",right,€13.000.000,"Jun 30, 2028",Central Midfield,,,,,,,,,,64.8
Pavel Bucha,FC_Cincinnati,MLS,69.1,58.7,63.9,27.0,Czech Republic,"1,77m",right,€2.500.000,"Dec 31, 2026",Central Midfield,€397.204.00,€0,,,,,,,,63.9
Balthazar Pierret,Lecce,Serie_A,69.0,61.3,66.1,24.0,France,"1,86m",left,€1.500.000,"Jun 30, 2027",Defensive Midfield,€370.000.00,€0,,,,,,,,65.5
Raoul Bellanova,Atalanta,Serie_A,68.7,61.4,85.0,24.0,Italy,"1,88m",right,€22.000.000,"Jun 30, 2029",Right Midfield,€3.330.000.00,€0,,,,,,,,71.7
Zé Carlos,Gil_Vicente_FC,Primeira_Liga,68.6,63.5,67.5,,,,,,,,€90.000.00,€0,,,,,,,,66.5
Tomás Händel,Vitoria_Guimaraes,Primeira_Liga,68.6,68.8,65.2,24.0,"Portugal, Austria","1,80m",left,€13.000.000,"Jun 30, 2029",Defensive Midfield,€380.000.00,€0,,,,,,,,67.5
Jordy Clasie,AZ_Alkmaar,Eredivisie,68.5,61.7,55.2,33.0,Netherlands,"1,69m",right,€2.000.000,"Jun 30, 2028",Defensive Midfield,€690.000.00,€0,,,,,,,,61.8
Kévin Danois,Auxerre,Ligue_1,68.5,60.2,65.9,20.0,"France, Guadeloupe","1,83m",right,€4.000.000,"Jun 30, 2028",Central Midfield,€140.000.00,€0,,,,,,,,64.9
Téji Savanier,Montpellier,Ligue_1,68.5,78.8,67.9,33.0,France,"1,72m",right,€3.000.000,"Jun 30, 2026",Attacking Midfield,€1.320.000.00,€0,,,,,,,,71.7
Pascal Groß,Dortmund,Bundesliga,68.4,70.7,68.8,33.0,Germany,"1,81m",right,€7.000.000,"Jun 30, 2026",Central Midfield,€4.160.000.00,€0,,,,,,,,69.3
Emmanuel Gyasi,Empoli,Serie_A,68.2,57.5,75.9,31.0,"Ghana, Italy","1,81m",right,€2.000.000,"Jun 30, 2025",Right Midfield,€1.110.000.00,€0,,,,,,,,67.2
Reda Belahyane,Hellas_Verona,Serie_A,68.1,58.5,68.6,,,,,,,,,,,,,,,,,65.1
Miguel Reisinho,Boavista,Primeira_Liga,68.0,58.0,59.4,26.0,Portugal,"1,84m",left,€0,"Jun 30, 2025",Central Midfield,€130.000.00,€0,,,,,,,,61.8
Abdoulaye Doucouré,Everton,EPL,67.8,59.2,71.9,32.0,"Mali, France","1,83m",right,€8.000.000,"Jun 30, 2025",Central Midfield,€8.017.161.00,€0,,,,,,,,66.3
Alberto Moleiro,Las_Palmas,La_Liga,67.7,63.8,77.0,21.0,"Spain, Cuba","1,71m",right,€25.000.000,"Jun 30, 2026",Attacking Midfield,€620.000.00,€0,,,,,,,,69.5
Ander Guevara,Alaves,La_Liga,67.6,63.2,62.8,27.0,Spain,"1,80m",right,€4.000.000,"Jun 30, 2027",Central Midfield,€900.000.00,€0,,,,,,,,64.5
Kirian Rodríguez,Las_Palmas,La_Liga,67.6,68.9,68.1,29.0,Spain,"1,78m",right,€12.000.000,"Jun 30, 2028",Attacking Midfield,€830.000.00,€0,,,,,,,,68.2
Espen van Ee,Heerenveen,Eredivisie,67.6,58.0,62.3,21.0,Netherlands,"1,79m",right,€1.500.000,"Jun 30, 2026",Central Midfield,€240.000.00,€0,,,,,,,,62.6
Djibril Sow,Sevilla,La_Liga,67.5,64.9,61.0,28.0,"Switzerland, Senegal","1,84m",right,€7.500.000,"Jun 30, 2028",Central Midfield,€4.170.000.00,€0,,,,,,,,64.5
Jaume Grau,AVS_Futebol,Primeira_Liga,67.5,59.1,59.2,28.0,Spain,"1,84m",left,€0,"Jun 30, 2026",Central Midfield,€350.000.00,€0,,,,,,,,61.9
İlkay Gündoğan,Manchester_City,EPL,67.4,69.5,68.9,34.0,Germany,"1,80m",right,€7.000.000,"Jun 30, 2026",Central Midfield,,,,,,,,,,68.6
Xavi Simons,RB_Leipzig,Bundesliga,67.4,61.7,79.3,22.0,"Netherlands, Suriname","1,79m",right,€70.000.000,"Jun 30, 2027",Attacking Midfield,€6.000.000.00,€0,,,,,,,,69.5
Antoine Makoumbou,Cagliari,Serie_A,67.4,60.7,62.8,26.0,"Congo, France","1,87m",right,€4.000.000,"Jun 30, 2026",Defensive Midfield,€940.000.00,€0,,,,,,,,63.6
Artur,Houston_Dynamo,MLS,67.3,65.0,64.0,29.0,"Brazil, United States","1,80m",right,€3.000.000,"Dec 31, 2025",Defensive Midfield,€617.873.00,€0,,,,,,,,65.4
Mario Götze,Eintracht_Frankfurt,Bundesliga,67.3,56.1,68.5,32.0,Germany,"1,76m",right,€5.000.000,"Jun 30, 2026",Attacking Midfield,€3.500.000.00,€0,,,,,,,,64.0
Magnus Knudsen,Holstein_Kiel,Bundesliga,67.2,54.9,68.3,23.0,Norway,"1,86m",right,€2.500.000,-,Central Midfield,€750.000.00,€0,,,,,,,,63.5
Shea Charles,Sheffield_Wednesday,Championship,67.1,59.3,64.6,21.0,"Northern Ireland, England","1,89m",right,€10.000.000,"May 31, 2025",Defensive Midfield,€185.011.00,€0,,,,,,,,63.7
Eberechi Eze,Crystal_Palace,EPL,67.0,60.1,73.9,26.0,"England, Nigeria","1,78m",right,€55.000.000,"Jun 30, 2027",Attacking Midfield,,,,,,,,,,67.0
Jurgen Ekkelenkamp,Udinese,Serie_A,66.9,57.2,65.2,25.0,Netherlands,"1,88m",right,€7.500.000,"Jun 30, 2029",Central Midfield,€1.300.000.00,€0,,,,,,,,63.1
Manu Morlanes,Mallorca,La_Liga,66.7,58.6,57.3,26.0,Spain,"1,78m",right,€2.500.000,"Jun 30, 2028",Central Midfield,€1.310.000.00,€0,,,,,,,,60.9
Liam Henderson,Empoli,Serie_A,66.7,63.3,69.6,29.0,Scotland,"1,83m",right,€1.800.000,"Jun 30, 2025",Central Midfield,€1.480.000.00,€0,,,,,,,,66.5
Dominik Szoboszlai,Liverpool,EPL,66.5,65.7,74.4,24.0,Hungary,"1,87m",right,€80.000.000,"Jun 30, 2028",Central Midfield,€7.400.456.00,€0,,,,,,,,68.9
Jordan Holsgrove,Estoril,Primeira_Liga,66.4,70.1,62.0,25.0,"Scotland, England","1,80m",left,€2.500.000,"Jun 30, 2028",Defensive Midfield,€300.000.00,€0,,,,,,,,66.2
Berat Özdemir,Başakşehir,Süper_Lig,66.3,66.3,81.9,26.0,Türkiye,"1,87m",right,€4.500.000,"Jun 30, 2025",Defensive Midfield,€1.920.000.00,€0,,,,,,,,71.5
Michel Vlap,Twente,Eredivisie,66.3,63.1,64.5,27.0,Netherlands,"1,90m",right,€4.000.000,"Jun 30, 2026",Attacking Midfield,€690.000.00,€0,,,,,,,,64.6
Finn Porath,Holstein_Kiel,Bundesliga,66.2,55.9,74.4,28.0,Germany,"1,80m",right,€2.000.000,"Jun 30, 2026",Attacking Midfield,€190.000.00,€0,,,,,,,,65.5
Bilal El Khannouss,Leicester_City,EPL,66.1,63.9,73.0,20.0,"Morocco, Belgium","1,80m",right,€30.000.000,"Jun 30, 2028",Attacking Midfield,€2.158.466.00,€0,,,,,,,,67.7
Paul Nebel,Mainz_05,Bundesliga,65.9,56.4,80.1,22.0,"Germany, Ireland","1,69m",both,€17.000.000,"Jun 30, 2027",Attacking Midfield,€270.000.00,€0,,,,,,,,67.5
Tiago Silva,Vitoria_Guimaraes,Primeira_Liga,65.8,76.2,60.8,31.0,Portugal,"1,72m",right,€3.000.000,"Jun 30, 2026",Central Midfield,€390.000.00,€0,,,,,,,,67.6
Luís Esteves,Nacional,Primeira_Liga,65.8,64.3,66.3,27.0,Portugal,"1,73m",right,€0,"Jun 30, 2025",Attacking Midfield,€280.000.00,€0,,,,,,,,65.5
Kamory Doumbia,Brest,Ligue_1,65.8,55.1,61.8,22.0,Mali,"1,70m",right,€5.000.000,"Jun 30, 2029",Attacking Midfield,€640.000.00,€0,,,,,,,,60.9
Taichi Fukui,Arouca,Primeira_Liga,65.7,59.7,57.9,20.0,Japan,"1,77m",right,€1.500.000,"Jun 30, 2028",Central Midfield,€150.000.00,€0,,,,,,,,61.1
Máximo Perrone,Como,Serie_A,65.6,63.5,61.5,22.0,"Argentina, Spain","1,77m",left,€9.000.000,"Jun 30, 2025",Defensive Midfield,€1.850.000.00,€0,,,,,,,,63.5
Weston McKennie,Juventus,Serie_A,65.4,62.3,74.9,26.0,United States,"1,85m",right,€24.000.000,"Jun 30, 2026",Central Midfield,€3.210.000.00,€0,,,,,,,,67.5
Giannis Papanikolaou,Rizespor,Süper_Lig,65.4,65.4,80.5,26.0,Greece,"1,82m",left,€1.500.000,"Jun 30, 2027",Defensive Midfield,€1.080.000.00,€0,,,,,,,,70.4
Sergi Darder,Mallorca,La_Liga,65.4,66.9,67.0,31.0,Spain,"1,80m",right,€4.000.000,"Jun 30, 2028",Central Midfield,€2.300.000.00,€0,,,,,,,,66.4
Karol Linetty,Torino,Serie_A,65.4,55.7,59.1,30.0,Poland,"1,75m",right,€2.500.000,"Jun 30, 2025",Central Midfield,€2.590.000.00,€0,,,,,,,,60.1
Amadou Onana,Aston_Villa,EPL,65.4,56.3,63.0,23.0,"Belgium, Senegal","1,95m",right,€55.000.000,"Jun 30, 2029",Defensive Midfield,,,,,,,,,,61.6
Loreintz Rosier,Fortuna_Sittard,Eredivisie,65.3,56.7,67.0,26.0,France,"1,90m",right,€1.300.000,"Jun 30, 2025",Defensive Midfield,€290.000.00,€0,,,,,,,,63.0
Yassin Belkhdim,Angers,Ligue_1,65.3,51.7,54.1,23.0,"Morocco, France","1,75m",right,€0,"Jun 30, 2027",Central Midfield,€180.000.00,€0,,,,,,,,57.0
Matheus Dias,Nacional,Primeira_Liga,65.2,56.9,62.5,22.0,Brazil,"1,87m",right,€1.800.000,"Jun 30, 2025",Defensive Midfield,€100.000.00,€0,,,,,,,,61.5
John McGinn,Aston_Villa,EPL,65.2,61.1,63.5,30.0,Scotland,"1,78m",left,€18.000.000,"Jun 30, 2027",Central Midfield,,,,,,,,,,63.3
Habib Diarra,Strasbourg,Ligue_1,65.2,64.0,67.6,21.0,"Senegal, France","1,78m",right,€20.000.000,"Jun 30, 2028",Central Midfield,€1.280.000.00,€0,,,,,,,,65.6
Neto,Farense,Primeira_Liga,65.2,56.7,57.2,33.0,Brazil,"1,81m",right,€0,"Jun 30, 2025",Central Midfield,€200.000.00,€0,,,,,,,,59.7
Lucas Bergvall,Tottenham_Hotspur,EPL,65.1,55.9,61.2,19.0,Sweden,"1,87m",right,€25.000.000,"Jun 30, 2031",Central Midfield,€4.008.580.00,€0,,,,,,,,60.7
Djibril Soumaré,Nacional,Primeira_Liga,65.1,57.3,62.6,22.0,Senegal,"1,89m",left,€1.000.000,"Jun 30, 2025",Defensive Midfield,€120.000.00,€0,,,,,,,,61.7
Jon Guridi,Alaves,La_Liga,65.1,58.2,58.7,30.0,Spain,"1,79m",left,€3.000.000,"Jun 30, 2026",Central Midfield,€460.000.00,€0,,,,,,,,60.7
Gonçalo Franco,Swansea_City,Championship,65.1,54.0,57.0,24.0,Portugal,"1,76m",right,€3.000.000,"Jun 30, 2028",Central Midfield,€524.199.00,€0,,,,,,,,58.7
Christoph Baumgartner,RB_Leipzig,Bundesliga,65.0,53.6,70.9,25.0,Austria,"1,80m",right,€15.000.000,"Jun 30, 2028",Attacking Midfield,€2.500.000.00,€0,,,,,,,,63.2
Ryan Fosso,Fortuna_Sittard,Eredivisie,64.9,55.1,59.4,22.0,Switzerland,"1,83m",right,€1.000.000,"Jun 30, 2026",Central Midfield,€120.000.00,€0,,,,,,,,59.8
Félix Lemaréchal,Strasbourg,Ligue_1,64.9,56.5,64.4,21.0,"France, Cote d'Ivoire","1,80m",right,€7.000.000,"Jun 30, 2029",Attacking Midfield,€900.000.00,€0,,,,,,,,61.9
Dejan Kulusevski,Tottenham_Hotspur,EPL,64.9,63.0,83.7,25.0,"Sweden, North Macedonia","1,86m",left,€60.000.000,"Jun 30, 2028",Attacking Midfield,€6.783.751.00,€0,,,,,,,,70.5
Alexis Claude-Maurice,Augsburg,Bundesliga,64.7,55.0,76.4,26.0,"France, Guadeloupe","1,76m",right,€12.000.000,"Jun 30, 2027",Attacking Midfield,€1.140.000.00,€0,,,,,,,,65.4
Stije Resink,Groningen,Eredivisie,64.7,56.2,66.3,21.0,Netherlands,"1,86m",right,€2.000.000,"Jun 30, 2028",Central Midfield,€60.000.00,€0,,,,,,,,62.4
Diego Chará,Portland_Timbers,MLS,64.6,56.2,58.0,39.0,"Colombia, United States","1,70m",right,€0,"Dec 31, 2025",Central Midfield,€441.338.00,€0,,,,,,,,59.6
Deybi Flores,Toronto_FC,MLS,64.6,56.7,59.0,28.0,Honduras,"1,80m",right,€0,"Dec 31, 2025",Defensive Midfield,€353.070.00,€0,,,,,,,,60.1
Pierre Lees-Melou,Brest,Ligue_1,64.6,59.8,63.0,31.0,France,"1,85m",right,€7.000.000,"Jun 30, 2027",Defensive Midfield,€2.180.000.00,€0,,,,,,,,62.5
Edson Álvarez,West_Ham_United,EPL,64.6,62.7,63.2,27.0,Mexico,"1,90m",right,€30.000.000,"Jun 30, 2028",Defensive Midfield,€6.167.047.00,€0,,,,,,,,63.5
Alan Varela,Porto,Primeira_Liga,64.6,68.5,56.1,23.0,Argentina,"1,77m",right,€35.000.000,"Jun 30, 2028",Defensive Midfield,€770.000.00,€90.000.000,,,,,,,,63.1
David Simão,Arouca,Primeira_Liga,64.6,64.7,62.1,34.0,"Portugal, France","1,83m",left,€0,"Jun 30, 2025",Central Midfield,€180.000.00,€0,,,,,,,,63.8
Matt Polster,NE_Revolution,MLS,64.5,58.4,59.5,31.0,United States,"1,83m",right,€0,"Dec 31, 2025",Defensive Midfield,€485.471.00,€0,,,,,,,,60.8
Matti Peltola,D.C_United,MLS,64.5,52.5,59.4,22.0,Finland,"1,85m",right,€0,"Dec 31, 2027",Defensive Midfield,€601.824.00,€0,,,,,,,,58.8
Enzo Millot,Stuttgart,Bundesliga,64.4,60.1,71.1,22.0,"France, Martinique","1,75m",left,€35.000.000,"Jun 30, 2028",Attacking Midfield,€1.890.000.00,€20.000.000,,,,,,,,65.2
Malik Tillman,PSV_Eindhoven,Eredivisie,64.4,53.5,68.4,22.0,"United States, Germany","1,87m",right,€30.000.000,"Jun 30, 2028",Attacking Midfield,€300.000.00,€0,,,,,,,,62.1
Jason Knight,Bristol_City,Championship,64.4,66.4,63.4,24.0,Ireland,"1,73m",right,€5.000.000,"Jun 30, 2027",Central Midfield,€925.057.00,€0,,,,,,,,64.7
Warren Bondo,Monza,Serie_A,64.4,53.9,64.7,,,,,,,,,,,,,,,,,61.0
Iván Martín,Girona,La_Liga,64.3,66.7,67.4,26.0,Spain,"1,78m",left,€10.000.000,"Jun 30, 2028",Attacking Midfield,€1.660.000.00,€0,,,,,,,,66.1
Felix Nmecha,Dortmund,Bundesliga,64.2,55.8,62.1,24.0,"Germany, England","1,90m",right,€28.000.000,"Jun 30, 2028",Central Midfield,€6.000.000.00,€0,,,,,,,,60.7
Ao Tanaka,Leeds_United,Championship,64.1,64.0,59.3,26.0,Japan,"1,80m",right,€8.000.000,"Jun 30, 2028",Defensive Midfield,€1.541.762.00,€0,,,,,,,,62.5
Daniel Edelman,NY_Red_Bulls,MLS,64.1,59.2,58.1,22.0,United States,"1,78m",both,€2.000.000,"Dec 31, 2027",Defensive Midfield,€339.830.00,€0,,,,,,,,60.5
Sergio Busquets,Inter_Miami,MLS,64.0,60.3,62.4,36.0,Spain,"1,89m",right,€1.500.000,"Dec 31, 2025",Defensive Midfield,€7.502.735.00,€0,,,,,,,,62.2
Dani Rodríguez,Mallorca,La_Liga,63.9,57.3,67.4,36.0,Spain,"1,78m",right,€0,"Jun 30, 2026",Attacking Midfield,€840.000.00,€0,,,,,,,,62.9
Julian Brandt,Dortmund,Bundesliga,63.9,61.0,75.0,29.0,Germany,"1,85m",right,€25.000.000,"Jun 30, 2026",Attacking Midfield,€7.000.000.00,€0,,,,,,,,66.6
Robert Andrich,Bayer_Leverkusen,Bundesliga,63.9,55.6,55.6,30.0,Germany,"1,87m",right,€15.000.000,"Jun 30, 2028",Defensive Midfield,,,,,,,,,,58.4
Harry Winks,Leicester_City,EPL,63.7,64.9,54.8,29.0,England,"1,78m",right,€10.000.000,"Jun 30, 2026",Defensive Midfield,€5.550.342.00,€0,,,,,,,,61.1
Florian Wirtz,Bayer_Leverkusen,Bundesliga,63.7,63.9,99.0,22.0,Germany,"1,77m",right,€140.000.000,"Jun 30, 2027",Attacking Midfield,,,,,,,,,,75.5
Eduardo Camavinga,Real_Madrid,La_Liga,63.7,57.0,61.0,22.0,"France, DR Congo","1,82m",left,€70.000.000,"Jun 30, 2029",Central Midfield,€12.500.000.00,€1.000.000.000,,,,,,,,60.6
Armin Gigovic,Holstein_Kiel,Bundesliga,63.7,55.0,67.9,23.0,"Bosnia-Herzegovina, Sweden","1,87m",right,€3.000.000,-,Central Midfield,€750.000.00,€0,,,,,,,,62.2
Aleksandr Golovin,Monaco,Ligue_1,63.6,59.3,68.2,28.0,Russia,"1,78m",right,€25.000.000,"Jun 30, 2029",Attacking Midfield,€3.910.000.00,€0,,,,,,,,63.7
Neil El Aynaoui,Lens,Ligue_1,63.6,59.4,54.8,23.0,"Morocco, France","1,85m",right,€10.000.000,"Jun 30, 2027",Central Midfield,€150.000.00,€0,,,,,,,,59.3
George Saville,Millwall,Championship,63.6,53.6,57.9,31.0,"Northern Ireland, England","1,76m",left,€1.000.000,-,Central Midfield,€735.302.00,€0,,,,,,,,58.4
Kevin Kampl,RB_Leipzig,Bundesliga,63.5,56.5,63.4,34.0,Slovenia,"1,78m",right,€3.000.000,"Jun 30, 2026",Central Midfield,€2.500.000.00,€0,,,,,,,,61.1
Jamal Musiala,Bayern_Munich,Bundesliga,63.5,60.0,82.9,22.0,"Germany, England","1,84m",right,€140.000.000,"Jun 30, 2030",Attacking Midfield,€18.870.000.00,€175.000.000,,,,,,,,68.8
James Maddison,Tottenham_Hotspur,EPL,63.4,71.3,65.3,28.0,England,"1,75m",right,€50.000.000,"Jun 30, 2028",Attacking Midfield,€10.483.979.00,€0,,,,,,,,66.7
Dan Neil,Sunderland,Championship,63.4,60.9,61.1,23.0,England,"1,85m",left,€6.500.000,"Jun 30, 2026",Central Midfield,€83.018.00,€0,,,,,,,,61.8
Conor Gallagher,Atletico_Madrid,La_Liga,63.4,54.6,58.9,25.0,"England, Ireland","1,82m",right,€40.000.000,"Jun 30, 2029",Central Midfield,€9.000.000.00,€0,,,,,,,,59.0
Chris Durkin,St_Louis,MLS,63.3,54.3,59.6,25.0,United States,"1,82m",right,€2.000.000,"Dec 31, 2025",Defensive Midfield,€397.204.00,€0,,,,,,,,59.1
Yves Bissouma,Tottenham_Hotspur,EPL,63.3,56.2,52.7,28.0,"Mali, Cote d'Ivoire","1,82m",right,€28.000.000,"Jun 30, 2026",Defensive Midfield,€3.391.876.00,€0,,,,,,,,57.4
Fabio Miretti,Genoa,Serie_A,62.9,53.9,64.9,21.0,Italy,"1,80m",right,€14.000.000,"Jun 30, 2025",Central Midfield,,,,,,,,,,60.6
Casemiro,Manchester_United,EPL,62.8,57.0,60.9,33.0,"Brazil, Spain","1,85m",right,€12.000.000,"Jun 30, 2026",Defensive Midfield,,,,,,,,,,60.2
